# list of object assets to load in this scene
[ASSETS]
grass.txt
blackobject.txt
blackbackground.txt
mario.txt
mushroom.txt
ground.txt
fixedbrick.txt
coin.txt
goldbrick.txt
goomba.txt
koopas.txt
button.txt
cloud.txt
pipe.txt
redplant.txt
piranhaplant.txt
greenplant.txt
questionbrick.txt
fireball.txt
colorplatform.txt
leaf.txt
paragoomba.txt
greenparatroopa.txt
point.txt
effect.txt
hud.txt
itemcard.txt
lift.txt
boomerangbrother.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, 4 = coin, 5 = Platform, 7 QuestionBrick 11= pipe 12=redplant 13=piranha 14=greenplant 15=fireball 16=paragoomba 17=fixedbrick
# See OBJECT_TYPE constants in AssetIDs.h

#BLACK BACKGROUND
18	2256	0	16	16	1	210000	-1	-1
18	2256	16	16	16	1	210000	-1	-1
18	2256	32	16	16	1	210000	-1	-1
18	2256	48	16	16	1	210000	-1	-1
18	2256	64	16	16	1	210000	-1	-1
18	2256	80	16	16	1	210000	-1	-1
18	2256	96	16	16	1	210000	-1	-1
18	2256	112	16	16	1	210000	-1	-1
18	2256	128	16	16	1	210000	-1	-1
18	2256	144	16	16	1	210000	-1	-1
18	2256	160	16	16	1	210000	-1	-1
18	2256	176	16	16	1	210000	-1	-1
18	2256	192	16	16	1	210000	-1	-1
18	2256	208	16	16	1	210000	-1	-1
18	2256	224	16	16	1	210000	-1	-1
18	2256	240	16	16	1	210000	-1	-1
18	2256	256	16	16	1	210000	-1	-1
18	2256	272	16	16	1	210000	-1	-1
18	2256	288	16	16	1	210000	-1	-1
18	2256	304	16	16	1	210000	-1	-1
18	2256	320	16	16	1	210000	-1	-1
18	2256	336	16	16	1	210000	-1	-1
18	2256	352	16	16	1	210000	-1	-1
18	2256	368	16	16	1	210000	-1	-1
18	2256	384	16	16	1	210000	-1	-1
18	2256	400	16	16	1	210000	-1	-1

18	2270	0	16	16	20	210001	210001	210001
18	2270	16	16	16	20	210001	210001	210001
18	2270	32	16	16	20	210001	210001	210001
18	2270	48	16	16	20	210001	210001	210001
18	2270	64	16	16	20	210001	210001	210001
18	2270	80	16	16	20	210001	210001	210001
18	2270	96	16	16	20	210001	210001	210001
18	2270	112	16	16	20	210001	210001	210001
18	2270	128	16	16	20	210001	210001	210001
18	2270	144	16	16	20	210001	210001	210001
18	2270	160	16	16	20	210001	210001	210001
18	2270	176	16	16	20	210001	210001	210001
18	2270	192	16	16	20	210001	210001	210001
18	2270	208	16	16	20	210001	210001	210001
18	2270	224	16	16	20	210001	210001	210001
18	2270	240	16	16	20	210001	210001	210001
18	2270	256	16	16	20	210001	210001	210001
18	2270	272	16	16	20	210001	210001	210001
18	2270	288	16	16	20	210001	210001	210001
18	2270	304	16	16	20	210001	210001	210001
18	2270	320	16	16	20	210001	210001	210001
18	2270	336	16	16	20	210001	210001	210001
18	2270	352	16	16	20	210001	210001	210001
18	2270	368	16	16	20	210001	210001	210001
18	2270	384	16	16	20	210001	210001	210001
18	2270	400	16	16	20	210001	210001	210001

#BLACK BOX
18	2440	320	16	16	1	220004	-1	-1
18	2455	320	16	16	1	220005	-1	-1
18	2471	320	16	16	1	220006	-1	-1
18	2471	336	16	16	1	220007	-1	-1
18	2471	352	16	16	1	220008	-1	-1
18	2455	352	16	16	1	220009	-1	-1
18	2440	352	16	16	1	220010	-1	-1
